Station information:,,,,,,,,
Name,Agent Number,Network Number,Latitude (dec.deg),Longitude (dec.deg),Height (m),Posn_Precision,Observing Authority,
Auckland Aero,1962,C74082,-37.00813,174.78873,7,H,N/A,
"Note: Position precision types are: ""W"" = based on whole minutes, ""T"" = estimated to tenth minute,",,,,,,,,
"G = derived from gridref , ""E"" = error cases derived from gridref,",,,,,,,,
"H = based on GPS readings (NZGD49), ""D"" = by definition i.e. grid points.",,,,,,,,
,,,,,,,,
Rain: Daily,,,,,,,,
Station,Date(NZST),Time(NZST),Amount(mm),SofG,Deficit(mm),Runoff(mm),Period(Hrs),Freq
Auckland Aero,20180629,900,2,-,0,0.9,24,D
Auckland Aero,20180630,900,0,-,0.8,0,24,D
Auckland Aero,20180701,900,0.2,-,1.4,0,24,D
Auckland Aero,20180702,900,7.4,-,0,5.1,24,D
Auckland Aero,20180703,900,4.2,-,0,3.3,24,D
Auckland Aero,20180704,900,0,-,0.9,0,24,D
Auckland Aero,20180705,900,0,-,1.8,0,24,D
Auckland Aero,20180706,900,0,-,2.7,0,24,D
Auckland Aero,20180707,900,0,-,3.6,0,24,D
Auckland Aero,20180708,900,0,-,4.5,0,24,D
Auckland Aero,20180709,900,5.2,-,0.2,0,24,D
Auckland Aero,20180710,900,5,-,0,3.9,24,D
Auckland Aero,20180711,900,5.2,-,0,4.3,24,D
Auckland Aero,20180712,900,1.4,-,0,0.5,24,D
Auckland Aero,20180713,900,0,-,0.9,0,24,D
Auckland Aero,20180714,900,0.2,-,1.6,0,24,D
Auckland Aero,20180715,900,28.2,-,0,25.7,24,D
Auckland Aero,20180716,900,40.6,-,0,39.7,24,D
Auckland Aero,20180717,900,2.2,-,0,1.3,24,D
Auckland Aero,20180718,900,0,-,0.9,0,24,D
Auckland Aero,20180719,900,0.8,-,1,0,24,D
Auckland Aero,20180720,900,2.2,-,0,0.3,24,D
Auckland Aero,20180721,900,1,-,0,0.1,24,D
Auckland Aero,20180722,900,4.8,-,0,3.9,24,D
Auckland Aero,20180723,900,7,-,0,6.1,24,D
Auckland Aero,20180724,900,0.2,-,0.7,0,24,D
Auckland Aero,20180725,900,0.2,-,1.4,0,24,D
Auckland Aero,20180726,900,2,-,0.3,0,24,D
Auckland Aero,20180727,900,0,-,1.2,0,24,D
Auckland Aero,20180728,900,3.6,-,0,1.5,24,D
Auckland Aero,20180729,900,1.4,-,0,0.5,24,D
Auckland Aero,20180730,900,1.2,-,0,0.3,24,D
Auckland Aero,20180731,900,0.2,-,0.7,0,24,D
Auckland Aero,20180801,900,0,-,1.6,0,24,D
Auckland Aero,20180802,900,1.8,-,1.2,0,24,D
Auckland Aero,20180803,900,4,-,0,1.4,24,D
Auckland Aero,20180804,900,0.2,-,1.2,0,24,D
Auckland Aero,20180805,900,0.6,-,2,0,24,D
Auckland Aero,20180806,900,1,-,2.4,0,24,D
Auckland Aero,20180807,900,0.2,-,3.5,0,24,D
Auckland Aero,20180808,900,0,-,4.9,0,24,D
Auckland Aero,20180809,900,8.2,-,0,1.9,24,D
Auckland Aero,20180810,900,0,-,1.4,0,24,D
Auckland Aero,20180811,900,0.2,-,2.6,0,24,D
Auckland Aero,20180812,900,0,-,4,0,24,D
Auckland Aero,20180813,900,0,-,5.3,0,24,D
Auckland Aero,20180814,900,8.2,-,0,1.5,24,D
Auckland Aero,20180815,900,7.4,-,0,6,24,D
Auckland Aero,20180816,900,1.6,-,0,0.2,24,D
Auckland Aero,20180817,900,5.2,-,0,3.8,24,D
Auckland Aero,20180818,900,6.6,-,0,5.2,24,D
Auckland Aero,20180819,900,0.4,-,1,0,24,D
Auckland Aero,20180820,900,0.4,-,2,0,24,D
Auckland Aero,20180821,900,4.8,-,0,1.4,24,D
Auckland Aero,20180822,900,5.8,-,0,4.4,24,D
Auckland Aero,20180823,900,13.6,-,0,12.2,24,D
Auckland Aero,20180824,900,3.8,-,0,2.4,24,D
Auckland Aero,20180825,900,1.6,-,0,0.2,24,D
Auckland Aero,20180826,900,0.6,-,0.8,0,24,D
Auckland Aero,20180827,900,0.2,-,2,0,24,D
Auckland Aero,20180828,900,0,-,3.4,0,24,D
Auckland Aero,20180829,900,20.6,-,0,15.9,24,D
Auckland Aero,20180830,900,12.2,-,0,10.8,24,D
Auckland Aero,20180831,900,0.2,-,1.2,0,24,D
Auckland Aero,20180901,900,5.6,-,0,3,24,D
Auckland Aero,20180902,900,8.4,-,0,5.9,24,D
Auckland Aero,20180903,900,7.2,-,0,4.7,24,D
Auckland Aero,20180904,900,6.8,-,0,4.3,24,D
Auckland Aero,20180905,900,0.2,-,2.4,0,24,D
Auckland Aero,20180906,900,1.2,-,3.7,0,24,D
Auckland Aero,20180907,900,1.2,-,5.1,0,24,D
Auckland Aero,20180908,900,0,-,7.6,0,24,D
Auckland Aero,20180909,900,0,-,10.2,0,24,D
Auckland Aero,20180910,900,0,-,12.7,0,24,D
Auckland Aero,20180911,900,0.4,-,14.9,0,24,D
Auckland Aero,20180912,900,0,-,17.4,0,24,D
Auckland Aero,20180913,900,0,-,20,0,24,D
Auckland Aero,20180914,900,0,-,22.5,0,24,D
Auckland Aero,20180915,900,0,-,25.1,0,24,D
Auckland Aero,20180916,900,0,-,27.6,0,24,D
Auckland Aero,20180917,900,0.8,-,29.4,0,24,D
Auckland Aero,20180918,900,0,-,31.9,0,24,D
Auckland Aero,20180919,900,8.2,-,26.3,0,24,D
Auckland Aero,20180920,900,0,-,28.8,0,24,D
Auckland Aero,20180921,900,0,-,31.4,0,24,D
Auckland Aero,20180922,900,1.6,-,32.3,0,24,D
Auckland Aero,20180923,900,0.2,-,34.7,0,24,D
Auckland Aero,20180924,900,0,-,37.2,0,24,D
Auckland Aero,20180925,900,3.2,-,36.6,0,24,D
Auckland Aero,20180926,900,4.2,-,34.9,0,24,D
Auckland Aero,20180927,900,1.4,-,36.1,0,24,D
Auckland Aero,20180928,900,1.2,-,37.4,0,24,D
Auckland Aero,20180929,900,0.2,-,39.8,0,24,D
Auckland Aero,20180930,800,0,-,42.3,0,24,D
Auckland Aero,20181001,800,0,-,44.9,0,24,D
Auckland Aero,20181002,800,4.2,-,44.1,0,24,D
Auckland Aero,20181003,800,1.4,-,46.2,0,24,D
Auckland Aero,20181004,800,0,-,49.6,0,24,D
Auckland Aero,20181005,800,0,-,53.1,0,24,D
Auckland Aero,20181006,800,0,-,56.5,0,24,D
Auckland Aero,20181007,800,0,-,60,0,24,D
Auckland Aero,20181008,800,0,-,63.4,0,24,D
Auckland Aero,20181009,800,0,-,66.9,0,24,D
Auckland Aero,20181010,800,0.5,-,69.8,0,24,D
Auckland Aero,20181011,800,0,-,73.3,0,24,D
Auckland Aero,20181012,800,18.6,-,58.1,0,24,D
Auckland Aero,20181013,800,0.6,-,61,0,24,D
Auckland Aero,20181014,800,0,-,64.4,0,24,D
Auckland Aero,20181015,800,0.2,-,67.7,0,24,D
Auckland Aero,20181016,800,0,-,71.1,0,24,D
Auckland Aero,20181017,800,0,-,74.6,0,24,D
Auckland Aero,20181018,800,1.2,-,76.8,0,24,D
Auckland Aero,20181019,800,0.8,-,79.4,0,24,D
Auckland Aero,20181020,800,0,-,82.6,0,24,D
Auckland Aero,20181021,800,0,-,85.7,0,24,D
Auckland Aero,20181022,800,0,-,88.7,0,24,D
Auckland Aero,20181023,800,0,-,91.5,0,24,D
Auckland Aero,20181024,800,0,-,94.2,0,24,D
Auckland Aero,20181025,800,0,-,96.8,0,24,D
Auckland Aero,20181026,800,3.6,-,95.6,0,24,D
Auckland Aero,20181027,800,0,-,98.1,0,24,D
Auckland Aero,20181028,800,18.4,-,82.1,0,24,D
Auckland Aero,20181029,800,0.8,-,84.4,0,24,D
Auckland Aero,20181030,800,16.4,-,71.1,0,24,D
Auckland Aero,20181031,800,8.2,-,66.3,0,24,D
Auckland Aero,20181101,800,2,-,67.8,0,24,D
Auckland Aero,20181102,800,1.4,-,70.5,0,24,D
Auckland Aero,20181103,800,0.2,-,74.4,0,24,D
Auckland Aero,20181104,800,3.2,-,75.4,0,24,D
Auckland Aero,20181105,800,0.8,-,78.7,0,24,D
Auckland Aero,20181106,800,0,-,82.6,0,24,D
Auckland Aero,20181107,800,0,-,86.3,0,24,D
Auckland Aero,20181108,800,0,-,89.8,0,24,D
Auckland Aero,20181109,800,0.4,-,92.8,0,24,D
Auckland Aero,20181110,800,5.2,-,90.7,0,24,D
Auckland Aero,20181111,800,0,-,94,0,24,D
Auckland Aero,20181112,800,17.4,-,79.7,0,24,D
Auckland Aero,20181113,800,0.2,-,83.4,0,24,D
Auckland Aero,20181114,800,0,-,87,0,24,D
Auckland Aero,20181115,800,0,-,90.5,0,24,D
Auckland Aero,20181116,800,0,-,93.8,0,24,D
Auckland Aero,20181117,800,0,-,96.9,0,24,D
Auckland Aero,20181118,800,0,-,99.8,0,24,D
Auckland Aero,20181119,800,7.2,-,95.4,0,24,D
Auckland Aero,20181120,800,0.6,-,97.8,0,24,D
Auckland Aero,20181121,800,10.2,-,90.5,0,24,D
Auckland Aero,20181122,800,9.6,-,84.2,0,24,D
Auckland Aero,20181123,800,0.6,-,87.2,0,24,D
Auckland Aero,20181124,800,8.2,-,82.5,0,24,D
Auckland Aero,20181125,800,6.4,-,79.8,0,24,D
Auckland Aero,20181126,800,20.2,-,63.5,0,24,D
Auckland Aero,20181127,800,3,-,64.6,0,24,D
Auckland Aero,20181128,800,3.2,-,65.5,0,24,D
Auckland Aero,20181129,800,0,-,69.7,0,24,D
Auckland Aero,20181130,800,0,-,73.8,0,24,D
Auckland Aero,20181201,800,0,-,77.9,0,24,D
Auckland Aero,20181202,800,1.6,-,81,0,24,D
Auckland Aero,20181203,800,3.4,-,82,0,24,D
Auckland Aero,20181204,800,22.4,-,64,0,24,D
Auckland Aero,20181205,800,7.8,-,61,0,24,D
Auckland Aero,20181206,800,11.6,-,54.3,0,24,D
Auckland Aero,20181207,800,1.8,-,57.3,0,24,D
Auckland Aero,20181208,800,0,-,62.1,0,24,D
Auckland Aero,20181209,800,0,-,67,0,24,D
Auckland Aero,20181210,800,0,-,71.8,0,24,D
Auckland Aero,20181211,800,0,-,76.6,0,24,D
Auckland Aero,20181212,800,0,-,81.4,0,24,D
Auckland Aero,20181213,800,0.2,-,85.6,0,24,D
Auckland Aero,20181214,800,0,-,89.7,0,24,D
Auckland Aero,20181215,800,3.8,-,89.8,0,24,D
Auckland Aero,20181216,800,0,-,93.7,0,24,D
Auckland Aero,20181217,800,0.6,-,96.7,0,24,D
Auckland Aero,20181218,800,0,-,100.2,0,24,D
Auckland Aero,20181219,800,0,-,103.4,0,24,D
Auckland Aero,20181220,800,18.8,-,87.6,0,24,D
Auckland Aero,20181221,800,22.2,-,69.4,0,24,D
Auckland Aero,20181222,800,1.6,-,72.6,0,24,D
Auckland Aero,20181223,800,0.2,-,77.3,0,24,D
Auckland Aero,20181224,800,41.2,-,40.7,0,24,D
Auckland Aero,20181225,800,44.8,-,0.8,0,24,D
Auckland Aero,20181226,800,24,-,0,18.4,24,D
Auckland Aero,20181227,800,0,-,4.8,0,24,D
Auckland Aero,20181228,800,0,-,9.7,0,24,D
Auckland Aero,20181229,800,0,-,14.5,0,24,D
Auckland Aero,20181230,800,0,-,19.3,0,24,D
Auckland Aero,20181231,800,0,-,24.2,0,24,D
Auckland Aero,20190101,800,0,-,29,0,24,D
Auckland Aero,20190102,800,0.2,-,34.6,0,24,D
Auckland Aero,20190103,800,0.2,-,40.1,0,24,D
Auckland Aero,20190104,800,0,-,45.8,0,24,D
Auckland Aero,20190105,800,0,-,51.5,0,24,D
Auckland Aero,20190106,800,0,-,57.2,0,24,D
Auckland Aero,20190107,800,0,-,62.9,0,24,D
Auckland Aero,20190108,800,0,-,68.7,0,24,D
Auckland Aero,20190109,800,0,-,74.4,0,24,D
Auckland Aero,20190110,800,0,-,80.1,0,24,D
Auckland Aero,20190111,800,0,-,85.4,0,24,D
Auckland Aero,20190112,800,0,-,90.4,0,24,D
Auckland Aero,20190113,800,0,-,94.9,0,24,D
Auckland Aero,20190114,800,4.2,-,94.9,0,24,D
Auckland Aero,20190115,800,23.2,-,75.9,0,24,D
Auckland Aero,20190116,800,0,-,81.6,0,24,D
Auckland Aero,20190117,800,0,-,86.8,0,24,D
Auckland Aero,20190118,800,0,-,91.6,0,24,D
Auckland Aero,20190119,800,0,-,96.1,0,24,D
Auckland Aero,20190120,800,0,-,100.2,0,24,D
Auckland Aero,20190121,800,0.4,-,103.6,0,24,D
Auckland Aero,20190122,800,0,-,107.1,0,24,D
Auckland Aero,20190123,800,0,-,110.4,0,24,D
Auckland Aero,20190124,800,0.8,-,112.6,0,24,D
Auckland Aero,20190125,800,1.8,-,113.7,0,24,D
Auckland Aero,20190126,800,0,-,116.4,0,24,D
Auckland Aero,20190127,800,0,-,119,0,24,D
Auckland Aero,20190128,800,0.6,-,120.8,0,24,D
Auckland Aero,20190129,800,0.2,-,122.8,0,24,D
Auckland Aero,20190130,800,0,-,124.9,0,24,D
Auckland Aero,20190131,800,0,-,126.8,0,24,D
Auckland Aero,20190201,800,0,-,128.5,0,24,D
Auckland Aero,20190202,800,0,-,130,0,24,D
Auckland Aero,20190203,800,0,-,131.3,0,24,D
Auckland Aero,20190204,800,0,-,132.6,0,24,D
Auckland Aero,20190205,800,0,-,133.7,0,24,D
Auckland Aero,20190206,800,0,-,134.8,0,24,D
Auckland Aero,20190207,800,1.2,-,134.6,0,24,D
Auckland Aero,20190208,800,0,-,135.7,0,24,D
Auckland Aero,20190209,800,0,-,136.6,0,24,D
Auckland Aero,20190210,800,0,-,137.5,0,24,D
Auckland Aero,20190211,800,0,-,138.4,0,24,D
Auckland Aero,20190212,800,0,-,139.1,0,24,D
Auckland Aero,20190213,800,0,-,139.9,0,24,D
Auckland Aero,20190214,800,0,-,140.5,0,24,D
Auckland Aero,20190215,800,0,-,141.2,0,24,D
Auckland Aero,20190216,800,0,-,141.8,0,24,D
Auckland Aero,20190217,800,0,-,142.3,0,24,D
Auckland Aero,20190218,800,1.6,-,141.2,0,24,D
Auckland Aero,20190219,800,0.2,-,141.6,0,24,D
Auckland Aero,20190220,800,0,-,142.2,0,24,D
Auckland Aero,20190221,800,0,-,142.7,0,24,D
Auckland Aero,20190222,800,1,-,142.2,0,24,D
Auckland Aero,20190223,800,13.4,-,129.3,0,24,D
Auckland Aero,20190224,800,2.4,-,128.3,0,24,D
Auckland Aero,20190225,800,0.6,-,129.1,0,24,D
Auckland Aero,20190226,800,0,-,130.5,0,24,D
Auckland Aero,20190227,800,0,-,131.8,0,24,D
Auckland Aero,20190228,800,0.2,-,132.9,0,24,D
Auckland Aero,20190301,800,0,-,134,0,24,D
Auckland Aero,20190302,800,0,-,134.8,0,24,D
Auckland Aero,20190303,800,0,-,135.5,0,24,D
Auckland Aero,20190304,800,0,-,136.2,0,24,D
Auckland Aero,20190305,800,0,-,136.8,0,24,D
Auckland Aero,20190306,800,0,-,137.4,0,24,D
Auckland Aero,20190307,800,0,-,138,0,24,D
Auckland Aero,20190308,800,3.4,-,135.2,0,24,D
Auckland Aero,20190309,800,24.2,-,111.7,0,24,D
Auckland Aero,20190310,800,2.6,-,110.9,0,24,D
Auckland Aero,20190311,800,0,-,112.7,0,24,D
Auckland Aero,20190312,800,0,-,114.4,0,24,D
Auckland Aero,20190313,800,0,-,116.1,0,24,D
Auckland Aero,20190314,800,0,-,117.7,0,24,D
Auckland Aero,20190315,800,0,-,119.2,0,24,D
Auckland Aero,20190316,800,0,-,120.6,0,24,D
Auckland Aero,20190317,800,0,-,122,0,24,D
Auckland Aero,20190318,800,0,-,123.3,0,24,D
Auckland Aero,20190319,800,2.6,-,122,0,24,D
Auckland Aero,20190320,800,0,-,123.3,0,24,D
Auckland Aero,20190321,800,0,-,124.5,0,24,D
Auckland Aero,20190322,800,0,-,125.7,0,24,D
Auckland Aero,20190323,800,0,-,126.9,0,24,D
Auckland Aero,20190324,800,0.2,-,127.7,0,24,D
Auckland Aero,20190325,800,0,-,128.8,0,24,D
Auckland Aero,20190326,800,0,-,129.8,0,24,D
Auckland Aero,20190327,800,0,-,130.7,0,24,D
Auckland Aero,20190328,800,6.6,-,125,0,24,D
Auckland Aero,20190329,800,1,-,125.2,0,24,D
Auckland Aero,20190330,800,0.2,-,126.1,0,24,D
Auckland Aero,20190331,800,0,-,127.3,0,24,D
Auckland Aero,20190401,800,12.4,-,116,0,24,D
Auckland Aero,20190402,800,10.4,-,106.6,0,24,D
Auckland Aero,20190403,800,0,-,107.9,0,24,D
Auckland Aero,20190404,800,0.2,-,109,0,24,D
Auckland Aero,20190405,800,0,-,110.3,0,24,D
Auckland Aero,20190406,800,11.4,-,100.1,0,24,D
Auckland Aero,20190407,900,0.8,-,100.9,0,24,D
Auckland Aero,20190408,900,0,-,102.4,0,24,D
Auckland Aero,20190409,900,0,-,103.8,0,24,D
Auckland Aero,20190410,900,0,-,105.2,0,24,D
Auckland Aero,20190411,900,0,-,106.6,0,24,D
Auckland Aero,20190412,900,12.8,-,95.2,0,24,D
Auckland Aero,20190413,900,6.8,-,90,0,24,D
Auckland Aero,20190414,900,0,-,91.9,0,24,D
Auckland Aero,20190415,900,0,-,93.7,0,24,D
Auckland Aero,20190416,900,0,-,95.4,0,24,D
Auckland Aero,20190417,900,0.2,-,96.9,0,24,D
Auckland Aero,20190418,900,0,-,98.5,0,24,D
Auckland Aero,20190419,900,0,-,100.1,0,24,D
Auckland Aero,20190420,900,0.2,-,101.4,0,24,D
Auckland Aero,20190421,900,0,-,102.9,0,24,D
Auckland Aero,20190422,900,1.8,-,102.6,0,24,D
Auckland Aero,20190423,900,12.4,-,91.6,0,24,D
Auckland Aero,20190424,900,0,-,93.4,0,24,D
Auckland Aero,20190425,900,0,-,95.2,0,24,D
Auckland Aero,20190426,900,0.2,-,96.7,0,24,D
Auckland Aero,20190427,900,0,-,98.3,0,24,D
Auckland Aero,20190428,900,0.2,-,99.7,0,24,D
Auckland Aero,20190429,900,1.6,-,99.6,0,24,D
Auckland Aero,20190430,900,8.2,-,93,0,24,D
Auckland Aero,20190501,900,0,-,94.7,0,24,D
Auckland Aero,20190502,900,0,-,95.7,0,24,D
Auckland Aero,20190503,900,0,-,96.7,0,24,D
Auckland Aero,20190504,900,0.2,-,97.5,0,24,D
Auckland Aero,20190505,900,0.2,-,98.2,0,24,D
Auckland Aero,20190506,900,0,-,99.2,0,24,D
Auckland Aero,20190507,900,0,-,100.1,0,24,D
Auckland Aero,20190508,900,0,-,101,0,24,D
Auckland Aero,20190509,900,0,-,101.9,0,24,D
Auckland Aero,20190510,900,3.6,-,99.1,0,24,D
Auckland Aero,20190511,900,0.2,-,99.9,0,24,D
Auckland Aero,20190512,900,0,-,100.8,0,24,D
Auckland Aero,20190513,900,11.6,-,90.1,0,24,D
Auckland Aero,20190514,900,0.2,-,90.9,0,24,D
Auckland Aero,20190515,900,0.4,-,91.6,0,24,D
Auckland Aero,20190516,900,2.8,-,89.9,0,24,D
Auckland Aero,20190517,900,1.4,-,89.5,0,24,D
Auckland Aero,20190518,900,0.2,-,90.4,0,24,D
Auckland Aero,20190519,900,1.8,-,89.7,0,24,D
Auckland Aero,20190520,900,0.6,-,90.2,0,24,D
Auckland Aero,20190521,900,0,-,91.3,0,24,D
Auckland Aero,20190522,900,0,-,92.3,0,24,D
Auckland Aero,20190523,900,0.8,-,92.6,0,24,D
Auckland Aero,20190524,900,0.2,-,93.4,0,24,D
Auckland Aero,20190525,900,0.4,-,94,0,24,D
Auckland Aero,20190526,900,0,-,95.1,0,24,D
Auckland Aero,20190527,900,0,-,96,0,24,D
Auckland Aero,20190528,900,0.6,-,96.4,0,24,D
Auckland Aero,20190529,900,9.6,-,87.8,0,24,D
Auckland Aero,20190530,900,0.2,-,88.7,0,24,D
Auckland Aero,20190531,900,10.2,-,79.6,0,24,D
Auckland Aero,20190601,900,18.2,-,62.7,0,24,D
Auckland Aero,20190602,900,11.4,-,52.2,0,24,D
Auckland Aero,20190603,900,0,-,53.1,0,24,D
Auckland Aero,20190604,900,0,-,54.1,0,24,D
Auckland Aero,20190605,900,0.8,-,54.2,0,24,D
Auckland Aero,20190606,900,33.4,-,21.7,0,24,D
Auckland Aero,20190607,900,10.2,-,12.5,0,24,D
Auckland Aero,20190608,900,3.2,-,10.2,0,24,D
Auckland Aero,20190609,900,0.6,-,10.5,0,24,D
Auckland Aero,20190610,900,0,-,11.4,0,24,D
Auckland Aero,20190611,900,0.2,-,12.2,0,24,D
Auckland Aero,20190612,900,0,-,13.1,0,24,D
Auckland Aero,20190613,900,0.2,-,13.8,0,24,D
Auckland Aero,20190614,900,0.2,-,14.6,0,24,D
Auckland Aero,20190615,900,0.2,-,15.3,0,24,D
Auckland Aero,20190616,900,5.4,-,10.8,0,24,D
Auckland Aero,20190617,900,2.4,-,9.4,0,24,D
Auckland Aero,20190618,900,1.8,-,8.5,0,24,D
Auckland Aero,20190619,900,0,-,9.4,0,24,D
Auckland Aero,20190620,900,0.2,-,10.1,0,24,D
Auckland Aero,20190621,900,6,-,5.1,0,24,D
Auckland Aero,20190622,900,0.4,-,5.6,0,24,D
Auckland Aero,20190623,900,2.4,-,4.1,0,24,D
Auckland Aero,20190624,900,5.6,-,0,0.5,24,D
Auckland Aero,20190625,900,0.2,-,0.7,0,24,D
Auckland Aero,20190626,900,0,-,1.7,0,24,D
Auckland Aero,20190627,900,0.2,-,2.4,0,24,D
Auckland Aero,20190628,900,0,-,3.3,0,24,D
Auckland Aero,20190629,900,0.2,-,4.1,0,24,D
Auckland Aero,20190630,900,0,-,5,0,24,D
Auckland Aero,20190701,900,0,-,5.9,0,24,D
Auckland Aero,20190702,900,0.6,-,6.3,0,24,D
Auckland Aero,20190703,900,0.8,-,6.4,0,24,D
Auckland Aero,20190704,900,19,-,0,11.7,24,D
Auckland Aero,20190705,900,41.4,-,0,40.5,24,D
Auckland Aero,20190706,900,0.2,-,0.7,0,24,D
Auckland Aero,20190707,900,0.2,-,1.5,0,24,D
Auckland Aero,20190708,900,1,-,1.4,0,24,D
Auckland Aero,20190709,900,1.6,-,0.7,0,24,D
Auckland Aero,20190710,900,1,-,0.6,0,24,D
Auckland Aero,20190711,900,0.4,-,1.2,0,24,D
Auckland Aero,20190712,900,0.2,-,1.9,0,24,D
Auckland Aero,20190713,900,13.2,-,0,10.4,24,D
Auckland Aero,20190714,900,0,-,0.9,0,24,D
Auckland Aero,20190715,900,16.4,-,0,14.5,24,D
Auckland Aero,20190716,900,3.2,-,0,2.3,24,D
Auckland Aero,20190717,900,5.4,-,0,4.5,24,D
Auckland Aero,20190718,900,1.6,-,0,0.7,24,D
Auckland Aero,20190719,900,0.4,-,0.5,0,24,D
Auckland Aero,20190720,900,15.8,-,0,14.3,24,D
Auckland Aero,20190721,900,2,-,0,1.1,24,D
Auckland Aero,20190722,900,0,-,0.9,0,24,D
Auckland Aero,20190723,900,0.2,-,1.7,0,24,D
Auckland Aero,20190724,900,0.2,-,2.4,0,24,D
Auckland Aero,20190725,900,0.2,-,3.1,0,24,D
Auckland Aero,20190726,900,0,-,4,0,24,D
Auckland Aero,20190727,900,0.6,-,4.4,0,24,D
Auckland Aero,20190728,900,0.2,-,5.1,0,24,D
Auckland Aero,20190729,900,0.2,-,5.8,0,24,D
Auckland Aero,20190730,900,1.4,-,5.4,0,24,D
Auckland Aero,20190731,900,8.2,-,0,1.9,24,D
Auckland Aero,20190801,900,10.4,-,0,9.5,24,D
Auckland Aero,20190802,900,2,-,0,0.3,24,D
Auckland Aero,20190803,900,10.8,-,0,9.1,24,D
Auckland Aero,20190804,900,4.2,-,0,2.5,24,D
Auckland Aero,20190805,900,10.6,-,0,8.9,24,D
Auckland Aero,20190806,900,5.8,-,0,4.1,24,D
Auckland Aero,20190807,900,2.2,-,0,0.5,24,D
Auckland Aero,20190808,900,20,-,0,18.3,24,D
Auckland Aero,20190809,900,12.8,-,0,11.1,24,D
Auckland Aero,20190810,900,4.2,-,0,2.5,24,D
Auckland Aero,20190811,900,1.4,-,0.3,0,24,D
Auckland Aero,20190812,900,6.4,-,0,4.3,24,D
Auckland Aero,20190813,900,12.4,-,0,10.7,24,D
Auckland Aero,20190814,900,6.2,-,0,4.5,24,D
Auckland Aero,20190815,900,0.6,-,1.1,0,24,D
Auckland Aero,20190816,900,0.8,-,2.1,0,24,D
Auckland Aero,20190817,900,1.4,-,2.4,0,24,D
Auckland Aero,20190818,900,8.2,-,0,4,24,D
Auckland Aero,20190819,900,2,-,0,0.3,24,D
Auckland Aero,20190820,900,0,-,1.7,0,24,D
Auckland Aero,20190821,900,27,-,0,23.5,24,D
Auckland Aero,20190822,900,26.2,-,0,24.5,24,D
Auckland Aero,20190823,900,16,-,0,14.3,24,D
Auckland Aero,20190824,900,0.4,-,1.3,0,24,D
Auckland Aero,20190825,900,0.8,-,2.3,0,24,D
Auckland Aero,20190826,900,0,-,4,0,24,D
Auckland Aero,20190827,900,3.4,-,2.4,0,24,D
Auckland Aero,20190828,900,0,-,4.1,0,24,D
Auckland Aero,20190829,900,2.8,-,3.1,0,24,D
Auckland Aero,20190830,900,0,-,4.8,0,24,D
Auckland Aero,20190831,900,0.8,-,5.7,0,24,D
Auckland Aero,20190901,900,0,-,7.4,0,24,D
Auckland Aero,20190902,900,0,-,10.1,0,24,D
Auckland Aero,20190903,900,0.2,-,12.5,0,24,D
Auckland Aero,20190904,900,13,-,2.2,0,24,D
Auckland Aero,20190905,900,2.6,-,2.2,0,24,D
Auckland Aero,20190906,900,20.8,-,0,16,24,D
Auckland Aero,20190907,900,8.8,-,0,6.2,24,D
Auckland Aero,20190908,900,12,-,0,9.4,24,D
Auckland Aero,20190909,900,4.8,-,0,2.2,24,D
Auckland Aero,20190910,900,18.2,-,0,15.6,24,D
Auckland Aero,20190911,900,0,-,2.6,0,24,D
Auckland Aero,20190912,900,0.4,-,4.9,0,24,D
Auckland Aero,20190913,900,0,-,7.5,0,24,D
Auckland Aero,20190914,900,0.4,-,9.8,0,24,D
Auckland Aero,20190915,900,0.2,-,12.2,0,24,D
Auckland Aero,20190916,900,1.6,-,13.2,0,24,D
Auckland Aero,20190917,900,0,-,15.9,0,24,D
Auckland Aero,20190918,900,0.4,-,18.1,0,24,D
Auckland Aero,20190919,900,0.6,-,20.2,0,24,D
Auckland Aero,20190920,900,0,-,22.8,0,24,D
Auckland Aero,20190921,900,0.2,-,25.2,0,24,D
Auckland Aero,20190922,900,0,-,27.9,0,24,D
Auckland Aero,20190923,900,0,-,30.5,0,24,D
Auckland Aero,20190924,900,9.4,-,23.8,0,24,D
Auckland Aero,20190925,900,11.4,-,15,0,24,D
Auckland Aero,20190926,900,13.6,-,4,0,24,D
Auckland Aero,20190927,900,2.6,-,4.1,0,24,D
Auckland Aero,20190928,900,1.4,-,5.3,0,24,D
Auckland Aero,20190929,800,0,-,8,0,24,D
Auckland Aero,20190930,800,0.2,-,10.4,0,24,D
Auckland Aero,20191001,800,3.6,-,9.4,0,24,D
Auckland Aero,20191002,800,3.2,-,9.9,0,24,D
Auckland Aero,20191003,800,4.6,-,8.9,0,24,D
Auckland Aero,20191004,800,1.8,-,10.8,0,24,D
Auckland Aero,20191005,800,0.2,-,14.2,0,24,D
Auckland Aero,20191006,800,2.2,-,15.7,0,24,D
Auckland Aero,20191007,800,0,-,19.3,0,24,D
Auckland Aero,20191008,800,0.8,-,22.2,0,24,D
Auckland Aero,20191009,800,0,-,25.8,0,24,D
Auckland Aero,20191010,800,0.2,-,29.3,0,24,D
Auckland Aero,20191011,800,9.8,-,23.1,0,24,D
Auckland Aero,20191012,800,0.2,-,26.6,0,24,D
Auckland Aero,20191013,800,0.2,-,30,0,24,D
Auckland Aero,20191014,800,0.8,-,32.9,0,24,D
